model,target,train_size,n_seeds,RMSE_mean,RMSE_std,MAE_mean,MAE_std,Pearson_R_mean,Pearson_R_std,R2_mean,R2_std,n_test_mean
gtca_depth_4,homo,400,10,0.4643241099530574,0.013650650634177471,0.34167463327287223,0.013952874184571327,0.5191113919019699,0.029551166027214668,0.1389440357685089,0.050708579963095635,9997.0
gtca_depth_4,homo,425,10,0.4598751723374134,0.013396152656953224,0.33666222111233574,0.014021000709117165,0.5345173925161362,0.03546304587564129,0.1553773522377014,0.049619767313891894,9997.0
gtca_depth_4,homo,450,10,0.4609440942914973,0.010840811521435774,0.33733576540464144,0.009221933932959055,0.5158206731081009,0.03720232931311977,0.15167183876037593,0.039769962327514834,9997.0
gtca_depth_4,homo,475,10,0.4646475645878781,0.007469030633966489,0.34049121803350824,0.0076473364727589815,0.5123961806297302,0.039752780342557886,0.13821381926536555,0.027601119555246138,9997.0
gtca_depth_4,homo,500,10,0.4773479247006416,0.011924447072947366,0.35191216589244434,0.011419208187616443,0.523952242732048,0.026914781283492843,0.09015976190567013,0.04511642971613269,9997.0
gtca_depth_4,homo,600,3,0.46087212792377047,0.003784206201811087,0.33650669925780397,0.003272575321816822,0.5462678869565328,0.011309472077029713,0.15232066313425696,0.01394244510003835,9997.0
gtca_depth_4,homo,700,3,0.4584265095424979,0.006240860286466124,0.33239525812581655,0.0043172608497274645,0.5305604139963785,0.01774896345945756,0.16122714678446445,0.022854511901956517,9997.0
gtca_depth_4,homo,800,3,0.4645432136630409,0.014811595659292628,0.33861719223360814,0.011175377963329649,0.565756618976593,0.02562212486896035,0.13821744918823237,0.054481687722947446,9997.0
gtca_depth_4,homo,900,3,0.44556485592324835,0.015682783721611523,0.32453808454435784,0.014704361004361354,0.5845132867495219,0.02005171431848352,0.20707581440607703,0.05557716914112678,9997.0
gtca_depth_4,homo,1000,3,0.4407452224407395,0.02212907711136176,0.3227953989690203,0.01955781127040972,0.607862671216329,0.011821333010781749,0.22347456216812134,0.07867256055443905,9997.0
gtca_depth_4,homo,1500,3,0.4266037274354769,0.011514595451081877,0.3095701775362568,0.009897876771177292,0.6367519895235697,0.007403241605402646,0.27337318658828735,0.0393977490935035,9997.0
gtca_depth_4,homo,2000,3,0.41291238931631247,0.01330695973367404,0.2986020942402596,0.011946751884775966,0.6773547927538554,0.015562934828797503,0.31912457942962646,0.04372400258270077,9997.0
gtca_depth_4,homo,2500,3,0.4130830461061774,0.010041222342953475,0.29872721959263354,0.010034422969351855,0.6785740454991659,0.011578767174536462,0.3187648057937622,0.03333622848842216,9997.0
gtca_depth_4,homo,3000,3,0.40015898792986876,0.007851960080808105,0.287735061327715,0.008679245026812759,0.7003587285677592,0.023204951329770948,0.3608132004737854,0.02504185574020616,9997.0
gtca_depth_6,homo,50,10,0.6306746322565092,0.014902275396712236,0.4563789253289813,0.015221821748132114,0.10318375034257768,0.09534674576101342,-0.5881083846092224,0.07543097660642982,9997.0
gtca_depth_6,homo,75,10,0.5059154153002403,0.012359821814437141,0.36701348343065365,0.01000680582630492,0.4320818305015564,0.025998275060693115,-0.021975004673004138,0.05020387896762649,9997.0
gtca_depth_6,homo,100,10,0.6251924871331238,0.060327279125171274,0.46174627819728165,0.05248672838784944,0.23596132472157474,0.09764114808417708,-0.5729066133499146,0.297747511162698,9997.0
gtca_depth_6,homo,125,10,0.4780373624576604,0.017872190185381026,0.3464538182811008,0.010377287358110412,0.4567675441503525,0.06558864210461257,0.08689457178115842,0.06943480202042779,9997.0
gtca_depth_6,homo,150,10,0.4740852706156561,0.030934193041810575,0.3469955826516972,0.0196887024740567,0.4305597320199013,0.09175012787295383,0.09962142109870908,0.12497789603234323,9997.0
gtca_depth_6,homo,175,10,0.5004064554828559,0.04634134916717143,0.35728742900276733,0.02752015577769158,0.32046557366847994,0.16067619374721867,-0.007015746831893909,0.1863408787564179,9997.0
gtca_depth_6,homo,200,10,0.4785700425689661,0.03226984957427686,0.34537959764334697,0.0207458106547664,0.419995079934597,0.1168562535764023,0.08226820826530455,0.1284680431629427,9997.0
gtca_depth_6,homo,225,10,0.4844010079307581,0.04927757320561861,0.34972777886974166,0.03223762451030676,0.41545874178409575,0.13891961600030237,0.05487867593765259,0.20217455139427215,9997.0
gtca_depth_6,homo,250,10,0.4948612278393784,0.04445268142180876,0.3599089275789378,0.02896071184579855,0.436156602203846,0.12337592075336112,0.015624868869781452,0.184618768387153,9997.0
gtca_depth_6,homo,275,10,0.4710682937395113,0.018644771145146538,0.34437438454279096,0.01471611253741484,0.47676082253456115,0.029349862220633828,0.11318942904472347,0.0708333427948973,9997.0
gtca_depth_6,homo,300,10,0.4711846740484087,0.012777289461635534,0.34426891303616747,0.011925278403632193,0.4942510098218918,0.0322399656930337,0.11341398954391475,0.047972072459203235,9997.0
gtca_depth_6,homo,325,10,0.4847792908116273,0.040362420697767326,0.3511945883198598,0.02783739388944308,0.4394978120923042,0.11625478899814844,0.056285852193832364,0.1629230908322468,9997.0
gtca_depth_6,homo,350,10,0.4717057253448928,0.010055229046941068,0.34352332991658113,0.010091582574657159,0.5053678661584854,0.028576360376969367,0.11167662143707272,0.03798349671121582,9997.0
gtca_depth_6,homo,375,10,0.4707381710313628,0.019059566059434645,0.34266848218241697,0.015253061129966024,0.4696433573961258,0.07445018285105659,0.11437394618988035,0.07244420544915435,9997.0
gtca_depth_6,homo,400,10,0.46374305731220666,0.01286663364043564,0.33790640023506996,0.012238252745958382,0.5164705783128738,0.042599805940312346,0.14117072224617,0.047599248208363046,9997.0
gtca_depth_6,homo,425,10,0.46561485794649415,0.008618856219122147,0.3383582593668285,0.00999236085106348,0.5053760021924972,0.036577640177993226,0.13455628752708432,0.031906379072377276,9997.0
gtca_depth_6,homo,450,10,0.46530112641684923,0.01571714809177686,0.3394413504201579,0.015502832358688965,0.5309960663318634,0.024690771289878247,0.1351014077663421,0.05825992424005766,9997.0
gtca_depth_6,homo,475,10,0.4696085907804768,0.007228548548528278,0.34368190803787463,0.007062835949995596,0.5159190356731415,0.046400941969107434,0.11973003745079036,0.02699999061093262,9997.0
gtca_depth_6,homo,500,10,0.47692492643234735,0.014835604749652134,0.34946116437433766,0.013727846663252758,0.5336132764816284,0.019853810381573418,0.09149079918861387,0.057336565216664886,9997.0
gtca_depth_6,homo,600,3,0.46258697941908267,0.011992540466029874,0.33857091363428077,0.011210692243301134,0.5663302739461263,0.01626523376924565,0.14565642674763993,0.044579771100294485,9997.0
gtca_depth_6,homo,700,3,0.46931512005801745,0.008725616105874228,0.3400801776687702,0.00740177362430967,0.5355184574921926,0.04958589061057266,0.12081466118494667,0.03284950881505395,9997.0
gtca_depth_6,homo,800,3,0.4741134698992252,0.0032765147911938005,0.349240707038686,0.007437216640277927,0.5732700626055399,0.01731386210996025,0.1029232541720072,0.012412472300545695,9997.0
gtca_depth_6,homo,900,3,0.4618823327475692,0.011435603476018958,0.3425345845602972,0.010535513047680472,0.6125505963961283,0.009551332091558439,0.14829067389170322,0.04185624639739884,9997.0
gtca_depth_6,homo,1000,3,0.4438035108351769,0.017616926274912063,0.3199151282285704,0.009770909841711544,0.5701281229654948,0.10536629188226156,0.21315594514211014,0.06236255930399263,9997.0
gtca_depth_6,homo,1500,3,0.4402304329279506,0.01204844463222535,0.32372220315021816,0.008188783756637678,0.648526132106781,0.025916466347285796,0.22620097796122227,0.04261999394057203,9997.0
gtca_depth_6,homo,2000,3,0.4126524475171509,0.010986835465690407,0.2974980033512221,0.007520958101718813,0.6766769687334696,0.021258204568586767,0.3201309839884439,0.0360140477151654,9997.0
gtca_depth_6,homo,2500,3,0.4234006841803543,0.018263078926683045,0.31213149816374613,0.018594824248108807,0.6942137479782104,0.013650782923133695,0.28370364507039386,0.062480605069503335,9997.0
gtca_depth_6,homo,3000,3,0.42232004448706184,0.031773542729458204,0.30500282262936956,0.0246089813539224,0.6559251149495443,0.09919249988393283,0.28555240233739215,0.10670624940778785,9997.0
gtca_depth_2,lumo,50,10,1.1124635171052968,0.07693227232081196,0.8436559718816458,0.063711534450051,0.6320751965045929,0.032515814153812286,0.19179245829582212,0.11259261216628952,9997.0
gtca_depth_2,lumo,75,10,1.1055931858433603,0.06467616890595858,0.832023512704957,0.05526198018180652,0.6487072825431823,0.026552963899793006,0.20271723270416256,0.0943009205528406,9997.0
gtca_depth_2,lumo,100,10,1.1141699401649312,0.07183600062292783,0.8358494461605727,0.058694254315394045,0.6622933626174927,0.021446739975091087,0.18976538777351376,0.104685336670344,9997.0
gtca_depth_2,lumo,125,10,0.9535948931581499,0.024673332680535263,0.7070266057724702,0.020948793587069962,0.6845438659191132,0.01526606115714357,0.4083354353904724,0.030526552629445376,9997.0
gtca_depth_2,lumo,150,10,0.8763954300271146,0.03230099109099731,0.6671542228559686,0.02716927989428658,0.726478636264801,0.014879053805242827,0.49994592666625975,0.03694012912813443,9997.0
gtca_depth_2,lumo,175,10,0.8544803579721613,0.019751778008962276,0.6496759480262412,0.01909456901298098,0.7400760471820831,0.010292261741913668,0.5249940514564514,0.02200012465100934,9997.0
gtca_depth_2,lumo,200,10,0.8079899197097707,0.019071079545999476,0.6123482046464194,0.01574021988188104,0.7697188377380371,0.009164554672142701,0.5752672731876374,0.020119747103436003,9997.0
gtca_depth_2,lumo,225,10,0.7941700868962613,0.021144960714691234,0.5913492927249633,0.015299880741075004,0.7792343914508819,0.0118026647513799,0.5896162509918212,0.021900269141099896,9997.0
gtca_depth_2,lumo,250,10,0.7952335481922511,0.013458891117626624,0.5933284139525338,0.011740384767951417,0.7773658454418182,0.007892342280479843,0.5886727929115295,0.013917633608977353,9997.0
gtca_depth_2,lumo,275,10,0.8078825391741625,0.03177515824068086,0.6012238866968926,0.02517628399780948,0.7748294293880462,0.012323856815008367,0.575002110004425,0.03367183339241043,9997.0
gtca_depth_2,lumo,300,10,0.7985285839847132,0.02345630027868079,0.5958000402012633,0.021472612744728524,0.7798973560333252,0.010164853656158363,0.585041981935501,0.024337658367365154,9997.0
gtca_depth_2,lumo,325,10,0.762723338667951,0.024190726072589624,0.5700707042075563,0.021334559834420033,0.8034001231193543,0.010055630559899087,0.6213716208934784,0.023934785866507824,9997.0
gtca_depth_2,lumo,350,10,0.767825698996254,0.02886401703230786,0.5672619802471239,0.024704407761001836,0.8012108743190766,0.011856876404290194,0.6161483824253082,0.029046382510828077,9997.0
gtca_depth_2,lumo,375,10,0.7386583050517794,0.02947350401226372,0.549734223146238,0.02638226045403385,0.8157962262630463,0.00616109151654809,0.6447000861167907,0.029408759423487748,9997.0
gtca_depth_2,lumo,400,10,0.7305521843574148,0.03551358186717973,0.546433556424845,0.028760134801344078,0.8154610991477966,0.013540290019626412,0.6522146761417389,0.03417601820795,9997.0
gtca_depth_2,lumo,425,10,0.693843776344811,0.017902028362161256,0.515895540635653,0.015589133946257409,0.8322450757026673,0.007011255841475587,0.686765480041504,0.016224667301443885,9997.0
gtca_depth_2,lumo,450,10,0.7095203365455984,0.03464070737347582,0.5251239431029934,0.0278271950137482,0.8313850820064544,0.01104047156167783,0.6719451487064362,0.03253044241934094,9997.0
gtca_depth_2,lumo,475,10,0.6798577919187432,0.023161436816478365,0.5017402026185708,0.015384924728467869,0.8409439086914062,0.01142793799834128,0.699132215976715,0.020452718335522525,9997.0
gtca_depth_2,lumo,500,10,0.6904273002633223,0.0252340739486449,0.5071395877654175,0.021730194892379644,0.837197208404541,0.00994399882239758,0.6896556854248047,0.022662267877125837,9997.0
gtca_depth_2,lumo,600,3,0.655159777412009,0.02880015061054204,0.4834694918282615,0.020800775357572493,0.8549516995747884,0.013064700302772736,0.7205271323521932,0.02472474523425993,9997.0
gtca_depth_2,lumo,700,3,0.6430872570345312,0.019957464422738404,0.4752233021460851,0.01770943189299897,0.8628671367963155,0.010657826097769895,0.7309055924415588,0.016565605039649874,9997.0
gtca_depth_2,lumo,800,3,0.610275449830199,0.016764747109308697,0.4464552108076952,0.007268763316462208,0.8726353446642557,0.006083071038040457,0.7576983769734701,0.01326465674040543,9997.0
gtca_depth_2,lumo,900,3,0.5932945037168835,0.041282957841865184,0.4425161666082947,0.04076953529190814,0.8809294104576111,0.014119173216585327,0.7703712185223898,0.03242780131060468,9997.0
gtca_depth_2,lumo,1000,3,0.5460211060658108,0.0029852480226117122,0.3972464724012714,0.004962975938628678,0.9000558257102966,0.002469202688094345,0.8061286608378092,0.002118203626213853,9997.0
gtca_depth_2,lumo,1500,3,0.5109981108809298,0.0185091298786308,0.3701376676215737,0.012928177943335202,0.9144880374272666,0.0025959224020755908,0.8300565878550211,0.012425949098857343,9997.0
gtca_depth_2,lumo,2000,3,0.49955491241684447,0.008610013553632766,0.3546667649493539,0.0021378313103844965,0.9165996710459391,0.004379572429962687,0.8376924991607666,0.005595058361090044,9997.0
gtca_depth_2,lumo,2500,3,0.45121422394102206,0.010568049142304012,0.324333385701849,0.008062438583660512,0.9328994154930115,0.002543899745672538,0.8675626317660013,0.006235026999664308,9997.0
gtca_depth_2,lumo,3000,3,0.44773067176169395,0.016872850914708585,0.3208401953394263,0.010117085225817677,0.93660040696462,0.003286118000037365,0.8695239623387655,0.009740842081621078,9997.0
gtca_depth_4,lumo,50,10,1.1874280409658855,0.10994993815563905,0.8901972648984577,0.0956876095696799,0.6408385694026947,0.04409042487695951,0.07607003450393673,0.17445371620514072,9997.0
gtca_depth_4,lumo,75,10,1.1726853942760902,0.07057021199307888,0.8733296508442804,0.056912962894189366,0.6742598056793213,0.027604875118542028,0.10285560488700865,0.1059513375557366,9997.0
gtca_depth_4,lumo,100,10,1.2130078465676333,0.05706983089423303,0.914022679322062,0.05443130682828403,0.6742286741733551,0.022321051946606028,0.041311150789260856,0.09026827607402604,9997.0
gtca_depth_4,lumo,125,10,0.9458086521593472,0.04528065784007381,0.6814912148796307,0.03368622720147791,0.7431759059429168,0.014789811420700436,0.4171086072921753,0.05588403593083954,9997.0
gtca_depth_4,lumo,150,10,0.8141482671775286,0.0274600229037025,0.6085175371866592,0.022487365285462788,0.7647549450397492,0.01391330682842753,0.5685429871082306,0.02931605359073974,9997.0
gtca_depth_4,lumo,175,10,0.7935250949524545,0.029339935466405582,0.5960755272021608,0.027850806242302305,0.7786729812622071,0.016212714287703395,0.5900400340557098,0.03074588880476278,9997.0
gtca_depth_4,lumo,200,10,0.7645510804050407,0.03487942188869679,0.5716518185783135,0.027792855245284118,0.7975753843784332,0.013735181719082072,0.6191869139671325,0.034717351208134885,9997.0
gtca_depth_4,lumo,225,10,0.7601709673315644,0.03934356276476699,0.5623514051944147,0.03296654323670535,0.8013710260391236,0.01718440790836297,0.6233357429504395,0.03905801993910336,9997.0
gtca_depth_4,lumo,250,10,0.7593250128605228,0.02190363417819862,0.5642809563768904,0.019046765304766105,0.7989736378192902,0.011175649840996203,0.6247967123985291,0.02194382104389806,9997.0
gtca_depth_4,lumo,275,10,0.7723532398458911,0.02758887262336465,0.5657312967637967,0.02520707090921549,0.7989721238613129,0.010361031277592542,0.6116560876369477,0.02777272133076739,9997.0
gtca_depth_4,lumo,300,10,0.77447905362862,0.025188743041230692,0.5696972707848256,0.017145192654606473,0.7956431031227111,0.009052240142272626,0.6095920026302337,0.02527224281308033,9997.0
gtca_depth_4,lumo,325,10,0.6894090954342161,0.05059993157291743,0.5095670718266664,0.03827647859585233,0.8373869001865387,0.020723014835326167,0.6894434869289399,0.04632538787305862,9997.0
gtca_depth_4,lumo,350,10,0.7036216504017091,0.04479491670280122,0.5145910296055353,0.03615320998998044,0.8353380680084228,0.012151381277226668,0.6768934547901153,0.04224624708722642,9997.0
gtca_depth_4,lumo,375,10,0.6886774683415461,0.02609194777242306,0.5051324936965358,0.01973468824893874,0.8384309351444245,0.011363926222783214,0.6911991238594055,0.02373735654510752,9997.0
gtca_depth_4,lumo,400,10,0.6666454633379049,0.03913602659151044,0.49200886371718683,0.032495371181140105,0.8483352661132812,0.016576813617325627,0.7101181983947754,0.034187430101432686,9997.0
gtca_depth_4,lumo,425,10,0.6378068695513299,0.028997520352099567,0.46727184564815916,0.02847869184332903,0.8607137262821197,0.008557277927209922,0.7349842846393585,0.024686654919908565,9997.0
gtca_depth_4,lumo,450,10,0.6402832593479764,0.027492348426140196,0.4690139450832126,0.026293537281453127,0.8599369168281555,0.009603003980181947,0.7329759299755096,0.022733622426371843,9997.0
gtca_depth_4,lumo,475,10,0.6295173664221962,0.020264304468124814,0.46153037821305876,0.016975871622959948,0.8644983828067779,0.008565847906038556,0.7420673310756684,0.016569085538037282,9997.0
gtca_depth_4,lumo,500,10,0.6339321819886549,0.028810143977047346,0.4623658772671817,0.02337510908298086,0.8624473690986634,0.011917445037787525,0.7381948292255401,0.02422558051954691,9997.0
gtca_depth_4,lumo,600,3,0.5514832537329155,0.01812502988952134,0.40801275057899994,0.01022285565685918,0.8971222241719564,0.005876727800168795,0.8020919760068258,0.013121955004372668,9997.0
gtca_depth_4,lumo,700,3,0.5662606098361617,0.022258042102617084,0.41951620694586067,0.017512281391346328,0.8962388634681702,0.0035448963969470335,0.7912790973981222,0.016333560838188457,9997.0
gtca_depth_4,lumo,800,3,0.5375973898606454,0.007476018281058404,0.4003156114637514,0.009729414355386466,0.9020807147026062,0.003583280102980075,0.8120439251263937,0.005241070982810443,9997.0
gtca_depth_4,lumo,900,3,0.5316697028006916,0.059297801032857964,0.40460610802700175,0.05289467838264172,0.9073457717895508,0.018142150977206516,0.8146653572718302,0.04005845853696873,9997.0
gtca_depth_4,lumo,1000,3,0.4750603955303494,0.028817561830291317,0.35550226241696903,0.02315645687376401,0.9256863991419474,0.009001884195807662,0.8528880675633749,0.01768401217973924,9997.0
gtca_depth_4,lumo,1500,3,0.4604923369054232,0.027931619499864356,0.3471438355006911,0.026105132250001398,0.932469884554545,0.009484569306314198,0.861772358417511,0.017019585827601585,9997.0
gtca_depth_4,lumo,2000,3,0.4293521559940566,0.029150213677935015,0.3213094529355959,0.02290697578080299,0.941881000995636,0.0064293514888652875,0.8797608415285746,0.016532763796356473,9997.0
gtca_depth_4,lumo,2500,3,0.4082603073268624,0.04347638166341516,0.30456567975913573,0.0287054568190899,0.947932223478953,0.009316409174500526,0.8907977739969889,0.022858542975264493,9997.0
gtca_depth_4,lumo,3000,3,0.3644742911275126,0.009929952048296607,0.260768673995446,0.008542121588799367,0.9572286208470663,0.0017977275266458184,0.9135759274164835,0.004740316186438979,9997.0
gtca_depth_6,lumo,50,10,1.1028212024865953,0.06463419759404818,0.8209185608625714,0.0541922239816947,0.6926888704299927,0.028718826600777913,0.20670112371444702,0.09360853397934389,9997.0
gtca_depth_6,lumo,75,10,1.1095346010622664,0.061465035122757715,0.8217088630541288,0.050915951325143365,0.6948464572429657,0.033438769338650864,0.19727705121040345,0.09049978201272858,9997.0
gtca_depth_6,lumo,100,10,1.1828501120832116,0.061395989075378514,0.8757054660062032,0.05397669074309925,0.66969513297081,0.020489002943989337,0.08799480795860287,0.0944616943711717,9997.0
gtca_depth_6,lumo,125,10,0.898024282856795,0.05114734262723712,0.6545446537673454,0.03569349111978714,0.7629136741161346,0.014781967156034734,0.47406949400901793,0.05956300151257682,9997.0
gtca_depth_6,lumo,150,10,0.7858353565217627,0.03618778753368854,0.5910636899663867,0.025046670046316222,0.7840014338493347,0.012657288846651247,0.5976747095584869,0.03802630400543933,9997.0
gtca_depth_6,lumo,175,10,0.7604840051142356,0.045737630836942954,0.5720715160120885,0.03761652532567934,0.7946182727813721,0.0272423355084718,0.62270787358284,0.04767401788899605,9997.0
gtca_depth_6,lumo,200,10,0.7062889583091096,0.02852734718009919,0.5257615416429442,0.023573238502370742,0.827530837059021,0.00620183089435618,0.6751460611820221,0.02743766127015036,9997.0
gtca_depth_6,lumo,225,10,0.7184329135023223,0.03520070082494958,0.5266398254945097,0.026803684318701594,0.8214314579963684,0.014859330372481149,0.6636465728282929,0.03341642656771259,9997.0
gtca_depth_6,lumo,250,10,0.7063281035214087,0.012859744037559592,0.522145388215978,0.012588516521194389,0.826389366388321,0.006836997873824064,0.6754895985126496,0.011732158967671406,9997.0
gtca_depth_6,lumo,275,10,0.718435675230355,0.020004205518910047,0.527759472020709,0.015304575810329636,0.8210289359092713,0.011954400774522355,0.664134967327118,0.018951463596746456,9997.0
gtca_depth_6,lumo,300,10,0.7137397277335935,0.025075016357395622,0.520829448915108,0.024803475883152154,0.8250100553035736,0.012531165682519866,0.6683744311332702,0.02333129423577573,9997.0
gtca_depth_6,lumo,325,10,0.6422721925644078,0.02068296168383355,0.4716609697367088,0.015553155104172512,0.8566832780838013,0.008958177441602256,0.7315091669559479,0.017269650671153092,9997.0
gtca_depth_6,lumo,350,10,0.6423378437691518,0.018811319136716152,0.4693510753224162,0.018726964643239273,0.8584765613079071,0.008930339751066975,0.7314975798130036,0.016003650220149893,9997.0
gtca_depth_6,lumo,375,10,0.6483699502070857,0.03149723033349054,0.4791648765162868,0.027368662631111717,0.8608325481414795,0.008893830874842037,0.7260613918304444,0.027000051879460345,9997.0
gtca_depth_6,lumo,400,10,0.6165056811839104,0.024607851874549128,0.4492830882929459,0.019779030304326976,0.8708358645439148,0.009352271830073292,0.7524958193302155,0.02047488717990863,9997.0
gtca_depth_6,lumo,425,10,0.6127795272860935,0.017224745913869084,0.448537241472469,0.01259174190186141,0.8734276175498963,0.006802698444558347,0.7556550800800323,0.013882824317906908,9997.0
gtca_depth_6,lumo,450,10,0.6224168870807465,0.03137671681543798,0.45430056347997,0.02317830325696756,0.8717844963073731,0.0062227110433748685,0.7475118517875672,0.02641946236240968,9997.0
gtca_depth_6,lumo,475,10,0.6109673142082779,0.02907579927760863,0.4440124592688014,0.028048095442578667,0.8750641763210296,0.009450138454540569,0.7567760169506073,0.023386228750620543,9997.0
gtca_depth_6,lumo,500,10,0.6019383671989007,0.02871799230741042,0.43365330533910557,0.026301966566187527,0.8788170874118805,0.0078015685624720265,0.7639092862606048,0.022741580757650467,9997.0
gtca_depth_6,lumo,600,3,0.5442088707290037,0.007629814996201482,0.4006807557686232,0.013205368542997578,0.9004884958267212,0.002785529798750218,0.8073920607566833,0.005378294313167223,9997.0
gtca_depth_6,lumo,700,3,0.5471525571413267,0.04190981399613204,0.40042695973429726,0.03308779998733115,0.9063905080159506,0.005640694938896816,0.8045668204625448,0.030367891973453673,9997.0
gtca_depth_6,lumo,800,3,0.49240453577551263,0.009354380317213997,0.3631552528872547,0.011884263620901014,0.9188275933265686,0.004466594566006906,0.8422989050547282,0.006016990035398189,9997.0
gtca_depth_6,lumo,900,3,0.46574709817997983,0.0069722376906342426,0.3428330793453537,0.007838263645498623,0.9282258351643881,0.0014122250036684133,0.8589245875676473,0.004208521012433197,9997.0
gtca_depth_6,lumo,1000,3,0.4351639597161925,0.017471717429010814,0.3222119574399797,0.01870264277801193,0.9367366433143616,0.005499550238257562,0.876729687054952,0.009999991719734359,9997.0
gtca_depth_6,lumo,1500,3,0.4376003725769775,0.04006120652210141,0.3231068866857549,0.03287371805144205,0.936090091864268,0.012487913712956534,0.8747835954030355,0.022924261917647994,9997.0
gtca_depth_6,lumo,2000,3,0.39469533159656817,0.015095760207457835,0.28899787277526356,0.011099553157484952,0.9490202069282532,0.0037487760865219746,0.8986010551452637,0.007710345882997084,9997.0
gtca_depth_6,lumo,2500,3,0.37979388758263183,0.01737259411286583,0.2768951455256521,0.013090849052012748,0.9552402496337891,0.0037752465455787713,0.9060736497243246,0.008671214190199273,9997.0
gtca_depth_6,lumo,3000,3,0.360721844635356,0.026389431259324494,0.2558384673362492,0.01930952679832519,0.9586270848910013,0.004756071324721785,0.9150862892468771,0.012119307303838978,9997.0
